cao điểm	N
của	E
chiến dịch	N
“	"
Malsindo	Np
”	"
,	,
hải tặc	N
lại	R
hoạt động	V
mạnh	A
hơn	A
như	C
một	M
lời	N
thách thức	V
!	!

Nhiều	A
nước	N
không	R
nằm	V
trong	E
vùng	N
eo biển	N
nhưng	C
có	V
tàu bè	N
đi lại	V
nhiều	A
cũng	R
rất	R
muốn	V
tham gia	V
đóng góp	V
lực lượng	N
chống	V
hải tặc	N
cho	E
Malacca	Np
.	.

Như	C
Nhật Bản	Np
,	,
đất nước	N
có	V
đến	R
80%	M
lượng	N
dầu	N
nhập khẩu	V
phải	V
đi	V
qua	R
eo biển	N
Malacca	Np
,	,
đã	R
nhiều	A
lần	N
đề nghị	V
gửi	V
tàu tuần tiễu	N
sang	V
vùng	N
eo biển	N
,	,
nhưng	C
Đặc biệt	A
là	C
sự	Nc
quan tâm	V
của	E
Mỹ	Np
đối với	E
vùng	N
eo biển	N
.	.

Từ	E
tháng	N
4	M
-	-
2005	M
đến	E
nay	P
không	R
dưới	E
hai	M
lần	N
Mỹ	Np
cố	V
sức	N
thuyết phục	V
Indonesia	Np
cho	E
Mỹ	Np
triển khai	V
tàu chiến	N
,	,
máy bay	N
tuần tiễu	V
,	,
thậm chí	R
lập	V
căn cứ quân sự	N
nhằm	E
giải quyết	V
nạn	N
hải tặc	N
ở	E
Malacca	Np
.	.

Trước	E
đó	P
từ	E
năm	N
2004	M
,	,
Mỹ	Np
cũng	R
đã	R
nhiều	A
lần	N
đề nghị	V
cho	V
hải quân	N
Mỹ	Np
tham gia	V
chiến dịch	N
“	"
Malsindo	Np
”	"
nhưng	C
cả	T
Malaysia	Np
và	C
Indonesia	Np
đều	R
từ chối	V
với	C
lý do	N
không	R
muốn	V
quân đội	N
Mỹ	Np
hiện diện	V
trong	E
khu vực	N
quá	R
nhạy cảm	A
này	P
,	,
bởi	E
chưa	R
biết	V
chiến dịch	N
chống	V
hải tặc	N
hiệu quả	N
ra	V
sao	P
nhưng	C
sự	Nc
có mặt	V
của	E
quân đội	N
Mỹ	Np
sẽ	R
làm	V
tăng	V
khả năng	N
khủng bố	V
của	E
các	L
phần tử	N
Hồi giáo	Np
cực đoan	A
...	.

Ngay	T
khi	N
chúng tôi	P
có mặt	V
ở	E
eo biển	N
Malacca	Np
,	,
hầu như	R
ngày	N
nào	P
báo chí	N
và	C
các	L
phương tiện	N
thông tin đại chúng	V
cũng	R
đều	R
liên tục	A
đưa	V
tin	N
về	E
tình hình	N
hải tặc	N
,	,
chống	V
hải tặc	N
và	C
chiến dịch	N
tuần tra	V
phối hợp	V
qui mô	N
lớn	A
từ	E
trên	A
không	N
mang	V
tên	N
“	"
Những	L
con	Nc
mắt	N
trên	A
không	N
”	"
vừa	R
được	V
triển khai	V
vào	E
trung tuần	N
tháng	N
9	M
-	-
2005	M
.	.

Ông	Nc
Ahmad	Np
,	,
chỉ huy trưởng	N
lực lượng	N
cảnh sát	N
biển	N
Malaysia	Np
,	,
rất	R
phấn khởi	A
cho	V
biết	V
:	:
“	"
Các	L
máy bay	N
trinh sát	V
của	E
ba	M
nước	N
được	V
trang bị	V
những	L
loại	Nc
rađa	Nb
hiện đại	A
giám sát	V
các	L
hoạt động	N
của	E
tàu bè	N
trên	E
eo biển	N
,	,
nhất là	X
những	L
loại	Nc
tàu	N
nhỏ	A
mà	C
bọn	Nc
hải tặc	N
thường	R
sử dụng	V
.	.

Chiến dịch	N
này	P
là	V
kết quả	N
của	E
hàng	R
chục	M
cuộc	Nc
họp	V
cấp	V
ngoại giao	N
,	,
quốc phòng	N
của	E
ba	M
nước	N
,	,
và	C
được	V
đánh giá	V
là	C
một	M
trong	E
những	L
cột	N
mốc	A
lịch sử	N
trong	E
cuộc chiến	N
chống	V
hải tặc	N
vùng	N
eo biển	N
Malacca	Np
”	"
.	.

Nhiều	A
phương tiện	N
thông tin đại chúng	V
,	,
tuy vậy	C
,	,
cũng	R
đang	R
lo ngại	V
về	E
hiệu quả	N
của	E
chiến dịch	N
vì	E
:	:
tiềm lực	N
cả	T
ba	M
nước	N
chỉ	R
có thể	R
huy động	V
tối đa	A
60	M
máy bay	N
trinh sát	V
trong	E
khi	N
tàu	N
của	E
hải tặc	N
rất	R
nhỏ	A
,	,
rất	R
dễ	A
trà trộn	V
vào	E
hàng	R
trăm	M
ngàn	M
tàu thuyền	N
đánh cá	V
suốt	A
chiều	N
dài	A
eo biển	N
nên	C
rất	R
khó	A
phát hiện	V
.	.

Nhiều	A
nhà	N
phân tích	V
quân sự	N
lên tiếng	V
cho	V
rằng	C
chiến dịch	N
nên	V
tập trung	V
vào	E
điều tra	V
hang ổ	N
,	,
căn cứ	N
của	E
hải tặc	N
ở	E
những	L
hoang đảo	N
ven	N
biển	N
Malacca	Np
sẽ	R
hiệu quả	A
và	C
diệt	V
tận	E
gốc	N
hơn	A
...	.

Chuyện	N
hải tặc	N
vẫn	R
luôn	R
là	V
thời sự	N
hằng	R
ngày	N
của	E
cư dân	N
vùng	N
eo biển	N
Malacca	Np
.	.

Trong	E
chuyến	N
phà	N
từ	E
đảo	N
Batam	Np
của	E
Indonesia	Np
trở	V
về	R
Singapore	Np
,	,
chúng tôi	P
phải	V
len lỏi	V
giữa	E
những	L
tàu	N
dầu	N
khổng lồ	A
ở	E
cái	N
eo	N
hẹp	A
nhất	A
của	E
Malacca	Np
.	.

Đứng	V
trên	E
phà	N
mà	C
chúng tôi	P
rùng mình	V
khi	N
nghĩ	V
đến	R
việc	N
chỉ	R
cần	V
một	M
chiếc	Nc
đang	R
mang	V
trong	E
mình	P
vài	L
ngàn	M
tấn	Nu
dầu	N
bị	V
hải tặc	N
tấn công	V
bằng	E
súng	N
phóng	V
lựu	N
cũng	R
đủ	A
làm	V
cho	E
hải lộ	N
quan trọng	A
bậc	N
nhất	A
thế giới	N
này	P
phải	V
ngưng	V
hoạt động	A
ngay lập tức	R
.	.

Trong	E
khi	N
đó	P
một	M
nhóm	N
ngư dân	N
Indonesia	Np
đang	R
túm tụm	V
trên	E
phà	N
xem	V
báo	N
,	,
họ	P
bàn tán	V
ghê	A
lắm	R
về	E
thông tin	N
Bộ	N
Quốc phòng	N
Indonesia	Np
đang	R
đặt	V
mua	V
22	M
tàu chiến	N
loại	Nc
hiện đại	A
nhất	R
để	E
tăng cường	V
tuần tra	V
trên	E
vùng	N
eo biển	N
.	.

Người ta	P
vẫn	R
tin	V
vào	E
một	M
ngày mai	N
khi	N
những	L
con	Nc
tàu	N
rẽ	V
sóng	N
tiến	V
vào	E
eo biển	N
Malacca	Np
sẽ	R
không	R
còn	V
tiếng	N
cầu kinh	V
của	E
thủy thủ	N
đoàn	N
mong mỏi	V
sự	Nc
bình an	A
...	.

Long đong	A
đời	N
chợ	N
.	.

Theo	E
qui hoạch	N
chung	A
của	E
TP.	Ny
HCM	Ny
sau	E
khi	N
triển khai	V
dự án	N
đại lộ	N
Đông	Np
-	-
Tây	Np
,	,
sẽ	R
có	V
10	M
chợ	N
đầu mối	N
buôn bán	V
nông sản	N
thực phẩm	N
trong	E
nội thành	N
phải	V
di dời	V
ra	R
ngoại thành	N
.	.

Địa điểm	N
mới	A
là	V
chợ	N
Tam Bình	Np
(	(
quận	N
Thủ Đức	Np
)	)
,	,
chợ	N
Hóc Môn	Np
(	(
thường	R
gọi	V
là	C
chợ	N
Tân Xuân	Np
)	)
và	C
chợ	N
Trong	E
đợt	N
di dời	V
vào	E
tháng	N
10	M
-	-
2005	M
này	P
,	,
TP	Ny
tiếp tục	V
cho	V
di dời	V
tiếp	V
năm	M
chợ	N
,	,
gồm	V
chợ	N
cá	N
Hòa Bình	Np
(	(
quận	N
5	M
)	)
,	,
chợ	N
cá	N
Xóm Củi	Np
(	(
quận	N
8	M
)	)
,	,
chợ	N
tạm	A
thủy hải sản	N
Chánh Hưng	Np
(	(
Bình Chánh	Np
)	)
,	,
Sân Cá	Np
50	M
và	C
chợ	N
Mai Xuân Thưởng	Np
(	(
quận	N
6	M
)	)
.	.

Ngoài	E
Các	L
hộ	N
phải	V
di dời	V
và	C
chấp hành	V
tốt	A
các	L
chủ trương	N
,	,
chính sách	N
,	,
kế hoạch	N
di dời	V
,	,
bàn giao	V
mặt bằng	N
trước	E
20	M
-	-
10	M
-	-
2005	M
sẽ	R
được	V
thưởng	V
5	M
triệu	M
đồng	Nu
;	;
nếu	C
giao	V
mặt bằng	N
trước	E
30	M
-	-
10	M
-	-
2005	M
sẽ	R
được	V
thưởng	V
2	M
triệu	M
đồng	Nu
.	.

Song	C
cho	E
đến	E
thời điểm	N
này	P
,	,
chợ	N
Bình Điền	Np
vẫn	R
“	"
chưa	R
hoàn thành	V
”	"
.	.

Trong	E
khi	N
đó	P
,	,
nhiều	A
tiểu thương	N
và	C
Ban	N
quản lý	V
chợ	N
Mai Xuân Thưởng	Np
cho	V
biết	V
khi	N
di dời	V
ra	V
đây	P
họ	P
phải	V
vào	V
khu	N
tạm	A
buôn bán	V
để	E
chờ	V
khoảng	A
quí	N
1	M
hoặc	C
2	M
-	-
2006	M
mới	R
chính thức	A
nhận	V
sạp	N
.	.

Phải	V
chấp hành	V
chủ trương	N
và	C
kế hoạch	N
di dời	V
chợ	N
dù	E
đang	R
bước	V
vào	E
thời điểm	N
làm ăn	V
được	A
nhất	A
của	E
một	M
năm	N
,	,
hàng	R
ngàn	M
tiểu thương	N
và	C
lao động	N
liên quan	V
không	R
biết	V
công việc	N
làm ăn	V
của	E
mình	P
rồi	C
sẽ	R
ra	V
sao	P
...	.

Những	L
ngày	N
chợ	N
cuối	A
...	.

Sạp	N
hàng	N
của	E
chị	Nc
Nguyễn Thị Kim Hà	Np
nằm	V
ở	E
chợ	N
Mai Xuân Thưởng	Np
(	(
quận	N
6	M
)	)
trên	E
đường	N
Phan Văn Khỏe	Np
.	.

Cả	P
tháng	N
nay	P
,	,
trong	E
lòng	N
chị	Nc
Hà	Np
có	V
một	M
nỗi	Nc
lo	V
nặng trĩu	A
:	:
phải	V
chuẩn bị	V
mọi	L
thứ	Nc
cho	E
việc	N
di dời	V
chợ	N
vào	E
giữa	N
tháng	N
mười	M
tới	V
.	.

Chị	N
thở dài	V
:	:
“	"
Ai	P
cũng	R
hoang mang	V
không	R
biết	V
ra	V
chợ	N
mới	A
sẽ	R
bán buôn	V
ra	V
sao	P
!	!

Bạn hàng	N
có	V
theo	V
ra	V
hay	C
sẽ	R
bỏ	V
mình	P
tìm	V
mối	N
khác	A
...	.
”	"
.	.

Hầu hết	L
các	L
hộ	N
kinh doanh	V
có	V
giấy phép	N
hoặc	C
không	R
có	V
giấy phép	N
kinh doanh	V
nhưng	C
vẫn	R
thực hiện	V
nghĩa vụ	N
thuế	N
ở	E
chợ	N
Mai Xuân Thưởng	Np
đều	R
là	V
những	L
vựa	N
bán buôn	V
.	.

Hoạt động	N
ở	E
các	L
chợ	N
đầu mối	N
này	P
đều	R
theo	V
hình thức	N
bán	V
gối đầu	V
,	,
thường	R
chỉ	R
đến	V
cuối	N
năm	N
,	,
những	L
ngày	N
cận	A
tết	N
mối lái	N
mới	R
tiến hành	V
thanh toán	V
tiền bạc	N
nợ nần	N
cho	E
nhau	N
.	.

Thắc mắc	V
,	,
băn khoăn	A
của	E
tiểu thương	N
các	L
chợ	N
và	C
Thế	C
nhưng	C
cho	E
đến	V
giờ	N
chúng tôi	P
vẫn	R
chưa	R
nhận	V
được	R
một	M
cuộc	Nc
tiếp xúc	V
trao đổi	V
nào	T
.	.

Sở	N
chỉ	V
qua	V
TP	Ny
,	,
TP	Ny
chỉ	V
qua	V
sở	N
.	.

Tất cả	P
đều	R
bảo	V
những	L
chính sách	N
liên quan	V
di dời	V
đều	R
đã	R
được	V
thông báo	V
trong	E
quyết định	N
đã	R
có	V
.	.

Những	L
vấn đề	N
liên quan	V
khác	A
phải	V
chờ	V
sở	N
tập hợp	V
lại	R
và	C
sẽ	R
trình	V
TP	Ny
xem xét	V
giải quyết	V
sau	A
.	.

Nhiều	A
tiểu thương	N
ở	E
các	L
chợ	N
phải	V
di dời	V
đều	R
khẳng định	V
không	R
ai	P
muốn	V
“	"
ra	V
đi	V
”	"
ngay	T
thời điểm	N
bắt đầu	V
làm ăn	V
“	"
được	A
”	"
nhất	R
của	E
các	L
chợ	N
trong	E
một	M
năm	N
trời	T
buôn bán	V
,	,
nên	C
tâm trạng	N
ai	P
cũng	R
thấy	V
bất an	A
.	.

Một	M
tiểu thương	N
khác	A
cho	V
biết	V
vựa	N
của	E
bà	N
có	V
tới	T
gần	A
20	M
“	"
con nợ	N
”	"
,	,
người	N
ít	A
thì	C
vài	L
triệu	M
,	,
người	N
nhiều	A
đến	T
hơn	A
cả	T
Anh	Nc
Nguyễn Thế Phong	Np
,	,
chủ	N
một	M
vựa	N
cá	N
ở	E
chợ	N
Xóm Củi	Np
(	(
Q.	Ny
8	M
)	)
,	,
cho	V
biết	V
nhiều	A
bạn hàng	N
của	E
anh	N
đã	R
tính	V
đến	R
chuyện	N
làm	V
đơn	N
kiến nghị	V
xin	V
được	V
hoãn	V
di dời	V
đến	V
sau	N
tết	N
nhưng	C
không	R
biết	V
có	V
được	R
giải quyết	V
không	R
.	.

Đi	V
quá	R
xa	A
khu vực	N
kinh doanh	V
cũ	A
,	,
mối	N
lo lắng	V
đầu tiên	A
của	E
các	L
chủ	N
vựa	N
là	V
sợ	V
bị	V
bạn hàng	N
bỏ	V
,	,
chưa	R
kể	V
phải	V
thay đổi	V
điều kiện	N
làm ăn	V
,	,
sinh sống	V
của	E
cả	P
gia đình	N
.	.

Bà	Nc
Mai	Np
cho	V
biết	V
nhiều	A
bạn hàng	N
già	A
của	E
bà	N
từ	E
các	L
chợ	N
đều	R
về	V
đây	P
lấy	V
hàng	N
,	,
“	"
bây giờ	P
mình	P
đi	V
xa	A
như	C
vậy	P
sợ	V
họ	P
không	R
theo	V
nổi	R
”	"
.	.

Đi	V
về	E
đâu	P
?	?

Theo	E
BQL	Ny
chợ	N
Mai Xuân Thưởng	Np
,	,
(	(
vấn đề	N
nan giải	A
nhất	R
hiện tại	N
là	C
)	)
ngoài	E
số lượng	N
chính thức	A
các	L
hộ	N
“	"
được	V
”	"
di dời	V
từ	E
dự kiến	N
ban đầu	N
trên	A
700	M
hộ	N
,	,
sau	E
đó	P
rút	V
xuống	R
527	M
hộ	N
và	C
sau	E
đợt	N
điều chỉnh	V
vừa rồi	X
hiện	N
chỉ	R
còn	V
374	M
hộ	N
,	,
326	M
hộ	N
“	"
được	V
”	"
di dời	V
ra	V
Bình Điền	Np
,	,
29	M
hộ	N
“	"
đi	V
”	"
Tân Xuân	Np
và	C
các	L
hộ	N
kinh doanh	V
thực phẩm	N
,	,
ăn uống	V
khác	A
được	V
hỗ trợ	V
tự	P
di dời	V
,	,
thì	C
những	L
hộ	N
kinh doanh	V
còn	V
lại	R
không	R
biết	V
sẽ	R
đi	V
vào	V
đâu	P
.	.

Theo	E
ông	Nc
Lê Văn Dân	Np
,	,
trưởng	N
BQL	Ny
chợ	N
,	,
số	N
hộ	N
buôn bán	V
kè kè	R
theo	V
chợ	N
từ	E
hàng	R
chục	M
năm	N
nay	P
và	C
cũng	R
đã	R
được	V
quận	N
chấp nhận	V
cho	V
bán	V
tạm thời	A
này	P
trên	E
thực tế	N
còn	R
đông	A
hơn	A
số lượng	N
chính thức	A
của	E
chợ	N
và	C
phải	V
tròm trèm	A
cả	T
ngàn	M
hộ	N
,	,
chưa	R
kể	V
nhiều	A
người	N
bán lẻ	V
khác	A
.	.

Bà cụ	N
già	A
ở	E
căn hộ	N
222B	M
Phan Văn Khỏe	Np
cho	V
biết	V
gia đình	N
quá	R
nghèo	A
,	,
không	R
có	V
khả năng	N
sang	V
sạp	N
,	,
bà	N
chỉ	R
lấy	V
hàng	N
dạt	V
từ	E
các	L
xe hàng	N
,	,
mối lái	N
về	V
“	"
bán	V
nới tay	V
kiếm	V
cơm	N
”	"
.	.

Rất	R
nhiều	A
hộ	N
trong	E
diện	N
này	P
trên	E
thực tế	N
chỉ	R
là	V
những	L
người	N
buôn	V
sỉ	A
nhỏ	A
hoặc	C
bán lẻ	V
và	C
thu nhập	N
cũng	R
không	R
dư dả	A
gì	T
,	,
nên	C
nếu	C
có	V
được	V
di dời	V
thì	C
họ	P
cũng	R
không	R
đủ	A
khả năng	N
bỏ	V
ra	V
hàng	R
trăm	M
triệu	M
đồng	Nu
để	E
thuê	V
một	M
sạp	N
ở	E
chợ	N
đầu mối	N
mới	A
.	.

Một	M
sạp	N
ở	E
các	L
chợ	N
mới	A
thường	R
có	V
diện tích	N
rất	R
lớn	A
với	E
giá	N
thuê	V
trung bình	A

12	M
triệu	M
m2	Nu
,	,
và	C
một	M
sạp	N
rộng	A
khoảng	N
32	M
m2	Nu
như	C
ở	E
chợ	N
Tân Xuân	Np
thì	C
giá	N
(	(
tùy	V
theo	V
vị trí	N
hoặc	C
chính sách	N
được	R
hưởng	V
)	)
cũng	R
phải	V
mất	V
từ	E
trên	A
200	M
-	-
400	M
triệu	M
đồng	Nu
.	.

Bà cụ	N
cho	V
biết	V
không	R
nằm	V
trong	E
“	"
diện	N
được	V
đi	V
”	"
,	,
cũng	R
không	R
có	V
tiền	N
để	E
đi	V
và	C
cũng	R
chưa	R
biết	V
sẽ	R
sống	V
như	C
thế nào	P
khi	N
chợ	N
di dời	V
và	C
các	L
hộ	N
buôn bán	V
còn	V
lại	R
sẽ	R
bị	V
giải tỏa	V
trắng	A
.	.

Bà	N
nói	V
:	:
“	"
Tới	V
chừng	N
đó	P
mới	R
hay	V
”	"
...	.

Bên	N
cạnh	N
đó	P
,	,
bám	V
vào	E
chợ	N
để	E
sinh sống	V
hàng	R
chục	M
năm	N
nay	P
là	V
hàng	R
nghìn	M
lao động	N
chân	N
tay	N
làm	V
đủ	A
thứ	Nc
nghề	N
từ	E
bốc vác	V
,	,
kéo	V
hàng	N
,	,
rửa	V
rau	N
,	,
lau	V
quả	N
cho	E
đến	E
lột	V
vỏ	N
tỏi	N
,	,
vỏ	N
hành	N
...	.

Nặng lòng	A
nhất	R
là	V
số phận	N
của	E
hàng	R
trăm	M
thợ	N
bốc xếp	V
.	.

Ngoài	E
những	L
nhân công	N
của	E
nghiệp đoàn	N
bốc xếp	V
đang	R
“	"
trối chết	A
”	"
lo	V
chuyển đổi	V
thành	V
hợp tác xã	N
làm	V
đối tác	N
để	E
được	V
chuyển	V
ra	E
Bình Điền	Np
làm	V
thì	C
còn	V
đến	T
hàng	R
trăm	M
lao động	N
bốc xếp	V
tự do	A
chưa	R
biết	V
sẽ	R
ra	V
sao	P
.	.

Có	V
nhiều	A
gia đình	N
sống	V
dính	V
với	E
chợ	N
này	P
từ	E
hàng	R
chục	M
năm	M
nay	P
với	E
đủ	A
thứ	Nc
nghề	N
đã	R
kể	V
trên	A
.	.

Và	C
cả	T
23	M
thành viên	N
của	E
BQL	Ny
chợ	N
trong	E
kế hoạch	N
không	R
được	V
“	"
theo	V
”	"
tiểu thương	N
về	V
các	L
chợ	N
mới	A
nên	C
sắp	R
tới	V
cũng	R
chưa	R
biết	V
sẽ	R
đi	V
về	V
đâu	P
.	.

Những	L
chuyện	N
nặng lòng	A
.	.

Khổ sở	A
không	R
kém	A
là	V
các	L
hộ	N
kinh doanh	V
ở	E
chợ	N
tạm	A
Chánh Hưng	Np
.	.

Khi	N
chợ	N
Cầu Muối	Np
-	-
Cầu Ông Lãnh	Np
bị	V
giải tỏa	V
,	,
khi	N
các	L
bạn hàng	N
khác	A
được	R
di dời	V
về	E
chợ	N
Tam Bình	Np
(	(
Thủ Đức	Np
)	)
và	C
Tân Xuân	Np
(	(
Hóc Môn	Np
)	)
thì	C
gần	A
cả	R
trăm	M
hộ	N
kinh doanh	V
thủy hải sản	N
ở	E
đây	P
cũng	R
chưa	R
có	V
chỗ	N
để	E
về	V
vì	E
chợ	N
Bình Điền	Np
xây	V
chưa	R
xong	V
.	.

Họ	P
phải	V
về	V
bán	V
ở	E
chợ	N
tạm	A
.	.

Theo	E
dự kiến	N
,	,
đầu	N
năm	N
2004	M
họ	P
sẽ	R
chính thức	V
dời	V
sang	V
chợ	N
Bình Điền	Np
nhưng	C
chờ	V
mãi	R
cũng	R
không	R
thấy	V
chợ	N
mới	A
.	.

“	"
Chúng tôi	P
đã	R
quá	R
ngán ngẩm	V
vì	C
phải	V
đi	V
nhưng	C
đi	V
mãi	R
mà	C
cũng	R
chưa	R
đến	V
được	R
chỗ	N
cần	V
đến	V
”	"
,	,
một	M
tiểu thương	N
bức xúc	A
.	.

Cũng	R
theo	E
BQL	Ny
,	,
các	L
tiểu thương	N
ở	E
chợ	N
Mai Xuân Thưởng	Np
được	V
di dời	V
ra	R
